Test Sector:
Device ID, Channel, Tile, Trial, rep, x, y, t, IMON, RMON, VCOMP
0, 0, 0, 0, 0, 0, 0, 1332, 0.400, 58.506 
0, 1, 2, 0, 0, 0, 0, 1332, 0.440, 58.128 
0, 2, 4, 0, 0, 0, 0, 1332, 0.410, 58.38 
0, 3, 6, 0, 0, 0, 0, 1332, 0.510, 57.666 
0, 4, 8, 0, 0, 0, 0, 1332, 0.410, 57.876 
0, 5, 10, 0, 0, 0, 0, 1332, 0.470, 58.212 
0, 6, 12, 0, 0, 0, 0, 1332, 0.400, 57.96 
0, 7, 14, 0, 0, 0, 0, 1332, 0.450, 57.75 
0, 8, 16, 0, 0, 0, 0, 1332, 0.430, 58.338 
0, 9, 18, 0, 0, 0, 0, 1332, 0.400, 58.254 
0, 10, 20, 0, 0, 0, 0, 1332, 0.420, 57.75 
0, 11, 22, 0, 0, 0, 0, 1332, 0.350, 58.59 
0, 12, 24, 0, 0, 0, 0, 1332, 0.390, 57.876 
0, 13, 26, 0, 0, 0, 0, 1332, 0.380, 58.044 
0, 14, 28, 0, 0, 0, 0, 1332, 0.310, 58.254 
0, 15, 30, 0, 0, 0, 0, 1332, 0.420, 58.674 
1, 0, 1, 0, 0, 0, 0, 1332, 0.470, 58.002 
1, 1, 3, 0, 0, 0, 0, 1332, 0.460, 57.666 
1, 2, 5, 0, 0, 0, 0, 1332, 0.470, 57.372 
1, 3, 7, 0, 0, 0, 0, 1332, 0.450, 57.036 
1, 4, 9, 0, 0, 0, 0, 1332, 0.470, 57.918 
1, 5, 11, 0, 0, 0, 0, 1332, 0.490, 57.792 
1, 6, 13, 0, 0, 0, 0, 1332, 0.450, 57.498 
1, 7, 15, 0, 0, 0, 0, 1332, 0.430, 57.918 
1, 8, 17, 0, 0, 0, 0, 1332, 0.490, 57.876 
1, 9, 19, 0, 0, 0, 0, 1332, 0.460, 57.12 
1, 10, 21, 0, 0, 0, 0, 1332, 0.290, 57.498 
1, 11, 23, 0, 0, 0, 0, 1332, 0.280, 57.54 
1, 12, 25, 0, 0, 0, 0, 1332, 0.430, 57.498 
1, 13, 27, 0, 0, 0, 0, 1332, 0.300, 57.582 
1, 14, 29, 0, 0, 0, 0, 1332, 0.300, 57.918 
1, 15, 31, 0, 0, 0, 0, 1332, 0.330, 57.834 
0, 0, 0, 0, 1, 0, 0, 1332, 0.400, 58.842 
0, 1, 2, 0, 1, 0, 0, 1332, 0.440, 57.708 
0, 2, 4, 0, 1, 0, 0, 1332, 0.410, 58.17 
0, 3, 6, 0, 1, 0, 0, 1332, 0.510, 57.75 
0, 4, 8, 0, 1, 0, 0, 1332, 0.390, 57.288 
0, 5, 10, 0, 1, 0, 0, 1332, 0.470, 57.876 
0, 6, 12, 0, 1, 0, 0, 1332, 0.400, 58.212 
0, 7, 14, 0, 1, 0, 0, 1332, 0.450, 58.044 
0, 8, 16, 0, 1, 0, 0, 1332, 0.420, 58.884 
0, 9, 18, 0, 1, 0, 0, 1332, 0.400, 58.254 
0, 10, 20, 0, 1, 0, 0, 1333, 0.420, 57.834 
0, 11, 22, 0, 1, 0, 0, 1333, 0.350, 58.548 
0, 12, 24, 0, 1, 0, 0, 1333, 0.390, 57.918 
0, 13, 26, 0, 1, 0, 0, 1333, 0.380, 58.17 
0, 14, 28, 0, 1, 0, 0, 1333, 0.310, 58.254 
0, 15, 30, 0, 1, 0, 0, 1333, 0.420, 57.96 
1, 0, 1, 0, 1, 0, 0, 1333, 0.470, 58.002 
1, 1, 3, 0, 1, 0, 0, 1333, 0.460, 57.162 
1, 2, 5, 0, 1, 0, 0, 1333, 0.480, 57.33 
1, 3, 7, 0, 1, 0, 0, 1333, 0.450, 57.162 
1, 4, 9, 0, 1, 0, 0, 1333, 0.470, 57.666 
1, 5, 11, 0, 1, 0, 0, 1333, 0.490, 58.128 
1, 6, 13, 0, 1, 0, 0, 1333, 0.440, 57.75 
1, 7, 15, 0, 1, 0, 0, 1333, 0.420, 57.834 
1, 8, 17, 0, 1, 0, 0, 1333, 0.480, 57.456 
1, 9, 19, 0, 1, 0, 0, 1333, 0.460, 57.078 
1, 10, 21, 0, 1, 0, 0, 1333, 0.290, 57.498 
1, 11, 23, 0, 1, 0, 0, 1333, 0.270, 57.792 
1, 12, 25, 0, 1, 0, 0, 1333, 0.420, 57.666 
1, 13, 27, 0, 1, 0, 0, 1333, 0.290, 57.456 
1, 14, 29, 0, 1, 0, 0, 1333, 0.310, 57.456 
