Test Sector:
Device ID, Channel, Tile ID, trial, x, y, IMON, RMON, VCOMP
xorigincm, xfinalcm, xsteplengthcm, xsteps = 23, 23, 0, 48
1, 4, 9, 1, 23, 17.75, 0.480, 1.369, 0.004


1, 4, 9, 2, 23, 17.75, 0.470, 1.377, 0.004


1, 4, 9, 3, 23, 17.75, 0.470, 1.382, 0.004


1, 4, 9, 4, 23, 17.75, 0.480, 1.385, 0.004


1, 4, 9, 0, 23, 18, 0.520, 1.369, 0.004


1, 4, 9, 1, 23, 18, 0.510, 1.376, 0.004


1, 4, 9, 2, 23, 18, 0.520, 1.378, 0.004


1, 4, 9, 3, 23, 18, 0.520, 1.381, 0.004


1, 4, 9, 4, 23, 18, 0.510, 1.383, 0.004


1, 4, 9, 0, 23, 18.25, 0.580, 1.381, 0.004


1, 4, 9, 1, 23, 18.25, 0.580, 1.376, 0.004


1, 4, 9, 2, 23, 18.25, 0.570, 1.375, 0.004


1, 4, 9, 3, 23, 18.25, 0.580, 1.355, 0.004


1, 4, 9, 4, 23, 18.25, 0.580, 1.381, 0.004


1, 4, 9, 0, 23, 18.5, 0.610, 1.384, 0.004


1, 4, 9, 1, 23, 18.5, 0.620, 1.371, 0.004


1, 4, 9, 2, 23, 18.5, 0.630, 1.378, 0.004


1, 4, 9, 3, 23, 18.5, 0.620, 1.335, 0.004


1, 4, 9, 4, 23, 18.5, 0.630, 1.373, 0.004


1, 4, 9, 0, 23, 18.75, 0.630, 1.375, 0.004


1, 4, 9, 1, 23, 18.75, 0.630, 1.381, 0.004


1, 4, 9, 2, 23, 18.75, 0.620, 1.368, 0.004


1, 4, 9, 3, 23, 18.75, 0.620, 1.366, 0.004


1, 4, 9, 4, 23, 18.75, 0.610, 1.383, 0.004


1, 4, 9, 0, 23, 19, 0.620, 1.374, 0.004


1, 4, 9, 1, 23, 19, 0.640, 1.380, 0.004


1, 4, 9, 2, 23, 19, 0.640, 1.356, 0.004


1, 4, 9, 3, 23, 19, 0.630, 1.372, 0.004


1, 4, 9, 4, 23, 19, 0.640, 1.380, 0.004


1, 4, 9, 0, 23, 19.25, 0.620, 1.381, 0.004


1, 4, 9, 1, 23, 19.25, 0.640, 1.389, 0.004


1, 4, 9, 2, 23, 19.25, 0.620, 1.366, 0.004


1, 4, 9, 3, 23, 19.25, 0.630, 1.384, 0.004


1, 4, 9, 4, 23, 19.25, 0.630, 1.375, 0.004


1, 4, 9, 0, 23, 19.5, 0.630, 1.367, 0.004


1, 4, 9, 1, 23, 19.5, 0.620, 1.362, 0.004


1, 4, 9, 2, 23, 19.5, 0.630, 1.377, 0.004


1, 4, 9, 3, 23, 19.5, 0.600, 1.348, 0.004


1, 4, 9, 4, 23, 19.5, 0.640, 1.366, 0.004


1, 4, 9, 0, 23, 19.75, 0.620, 1.376, 0.004


1, 4, 9, 1, 23, 19.75, 0.630, 1.377, 0.004


1, 4, 9, 2, 23, 19.75, 0.610, 1.356, 0.004


1, 4, 9, 3, 23, 19.75, 0.620, 1.361, 0.004


1, 4, 9, 4, 23, 19.75, 0.620, 1.380, 0.004


1, 4, 9, 0, 23, 20, 0.610, 1.381, 0.004


1, 4, 9, 1, 23, 20, 0.590, 1.363, 0.004


1, 4, 9, 2, 23, 20, 0.580, 1.382, 0.004


1, 4, 9, 3, 23, 20, 0.610, 1.386, 0.004


1, 4, 9, 4, 23, 20, 0.600, 1.373, 0.004


1, 4, 9, 0, 23, 20.25, 0.620, 1.375, 0.004


1, 4, 9, 1, 23, 20.25, 0.610, 1.377, 0.004


1, 4, 9, 2, 23, 20.25, 0.600, 1.386, 0.004


1, 4, 9, 3, 23, 20.25, 0.610, 1.373, 0.004


1, 4, 9, 4, 23, 20.25, 0.610, 1.374, 0.004


1, 4, 9, 0, 23, 20.5, 0.590, 1.379, 0.004


1, 4, 9, 1, 23, 20.5, 0.610, 1.376, 0.004


1, 4, 9, 2, 23, 20.5, 0.590, 1.375, 0.004


1, 4, 9, 3, 23, 20.5, 0.610, 1.373, 0.004


1, 4, 9, 4, 23, 20.5, 0.590, 1.366, 0.004


1, 4, 9, 0, 23, 20.75, 0.600, 1.375, 0.004


1, 4, 9, 1, 23, 20.75, 0.580, 1.393, 0.004


1, 4, 9, 2, 23, 20.75, 0.600, 1.366, 0.004


1, 4, 9, 3, 23, 20.75, 0.580, 1.375, 0.004


1, 4, 9, 4, 23, 20.75, 0.590, 1.382, 0.004


1, 4, 9, 0, 23, 21, 0.580, 1.380, 0.004


1, 4, 9, 1, 23, 21, 0.580, 1.377, 0.004


1, 4, 9, 2, 23, 21, 0.580, 1.392, 0.004


1, 4, 9, 3, 23, 21, 0.570, 1.377, 0.004


1, 4, 9, 4, 23, 21, 0.580, 1.366, 0.004


1, 4, 9, 0, 23, 21.25, 0.580, 1.388, 0.004


1, 4, 9, 1, 23, 21.25, 0.580, 1.377, 0.004


1, 4, 9, 2, 23, 21.25, 0.580, 1.351, 0.004


1, 4, 9, 3, 23, 21.25, 0.580, 1.337, 0.004


1, 4, 9, 4, 23, 21.25, 0.570, 1.356, 0.004


1, 4, 9, 0, 23, 21.5, 0.560, 1.370, 0.004


1, 4, 9, 1, 23, 21.5, 0.580, 1.366, 0.004


1, 4, 9, 2, 23, 21.5, 0.560, 1.374, 0.004


1, 4, 9, 3, 23, 21.5, 0.560, 1.383, 0.004


1, 4, 9, 4, 23, 21.5, 0.560, 1.372, 0.004


1, 4, 9, 0, 23, 21.75, 0.540, 1.372, 0.004


1, 4, 9, 1, 23, 21.75, 0.560, 1.415, 0.004


1, 4, 9, 2, 23, 21.75, 0.550, 1.377, 0.004


1, 4, 9, 3, 23, 21.75, 0.550, 1.364, 0.004


1, 4, 9, 4, 23, 21.75, 0.560, 1.379, 0.004


1, 4, 9, 0, 23, 22, 0.550, 1.375, 0.004


1, 4, 9, 1, 23, 22, 0.540, 1.361, 0.004


1, 4, 9, 2, 23, 22, 0.540, 1.370, 0.004


1, 4, 9, 3, 23, 22, 0.530, 1.369, 0.004


1, 4, 9, 4, 23, 22, 0.530, 1.375, 0.004


1, 4, 9, 0, 23, 22.25, 0.520, 1.383, 0.004


1, 4, 9, 1, 23, 22.25, 0.520, 1.380, 0.004


1, 4, 9, 2, 23, 22.25, 0.520, 1.373, 0.004


1, 4, 9, 3, 23, 22.25, 0.530, 1.384, 0.004


1, 4, 9, 4, 23, 22.25, 0.530, 1.378, 0.004


1, 4, 9, 0, 23, 22.5, 0.510, 1.365, 0.004


1, 4, 9, 1, 23, 22.5, 0.500, 1.375, 0.004


1, 4, 9, 2, 23, 22.5, 0.520, 1.388, 0.004


1, 4, 9, 3, 23, 22.5, 0.510, 1.380, 0.004


1, 4, 9, 4, 23, 22.5, 0.510, 1.371, 0.004


1, 4, 9, 0, 23, 22.75, 0.500, 1.379, 0.004


1, 4, 9, 1, 23, 22.75, 0.500, 1.374, 0.004


1, 4, 9, 2, 23, 22.75, 0.510, 1.376, 0.004


1, 4, 9, 3, 23, 22.75, 0.500, 1.373, 0.004


1, 4, 9, 4, 23, 22.75, 0.500, 1.369, 0.004


1, 4, 9, 0, 23, 23, 0.500, 1.380, 0.004


1, 4, 9, 1, 23, 23, 0.490, 1.377, 0.004


1, 4, 9, 2, 23, 23, 0.500, 1.381, 0.004


1, 4, 9, 3, 23, 23, 0.500, 1.381, 0.004


1, 4, 9, 4, 23, 23, 0.490, 1.380, 0.004


1, 4, 9, 0, 23, 23.25, 0.480, 1.374, 0.004


1, 4, 9, 1, 23, 23.25, 0.470, 1.381, 0.004


1, 4, 9, 2, 23, 23.25, 0.490, 1.377, 0.004


1, 4, 9, 3, 23, 23.25, 0.480, 1.378, 0.004


1, 4, 9, 4, 23, 23.25, 0.480, 1.374, 0.004


1, 4, 9, 0, 23, 23.5, 0.470, 1.379, 0.004


1, 4, 9, 1, 23, 23.5, 0.470, 1.374, 0.004


1, 4, 9, 2, 23, 23.5, 0.460, 1.384, 0.004


1, 4, 9, 3, 23, 23.5, 0.470, 1.375, 0.004


1, 4, 9, 4, 23, 23.5, 0.470, 1.375, 0.004


1, 4, 9, 0, 23, 23.75, 0.460, 1.383, 0.004


1, 4, 9, 1, 23, 23.75, 0.460, 1.365, 0.004


1, 4, 9, 2, 23, 23.75, 0.450, 1.371, 0.004


1, 4, 9, 3, 23, 23.75, 0.460, 1.374, 0.004


1, 4, 9, 4, 23, 23.75, 0.450, 1.378, 0.004


1, 4, 9, 0, 23, 24, 0.450, 1.382, 0.004


1, 4, 9, 1, 23, 24, 0.450, 1.388, 0.004


1, 4, 9, 2, 23, 24, 0.450, 1.379, 0.004


1, 4, 9, 3, 23, 24, 0.450, 1.377, 0.004


1, 4, 9, 4, 23, 24, 0.450, 1.376, 0.004


1, 4, 9, 0, 23, 24.25, 0.440, 1.378, 0.004


1, 4, 9, 1, 23, 24.25, 0.440, 1.380, 0.004


1, 4, 9, 2, 23, 24.25, 0.450, 1.368, 0.004


1, 4, 9, 3, 23, 24.25, 0.450, 1.376, 0.004


1, 4, 9, 4, 23, 24.25, 0.440, 1.376, 0.004


1, 4, 9, 0, 23, 24.5, 0.450, 1.371, 0.004


1, 4, 9, 1, 23, 24.5, 0.440, 1.371, 0.004


1, 4, 9, 2, 23, 24.5, 0.440, 1.368, 0.004


1, 4, 9, 3, 23, 24.5, 0.440, 1.377, 0.004


1, 4, 9, 4, 23, 24.5, 0.430, 1.378, 0.004


1, 4, 9, 0, 23, 24.75, 0.440, 1.378, 0.004


1, 4, 9, 1, 23, 24.75, 0.450, 1.379, 0.004


1, 4, 9, 2, 23, 24.75, 0.450, 1.368, 0.004


1, 4, 9, 3, 23, 24.75, 0.440, 1.376, 0.004


1, 4, 9, 4, 23, 24.75, 0.440, 1.375, 0.004


1, 4, 9, 0, 23, 25, 0.430, 1.379, 0.004


1, 4, 9, 1, 23, 25, 0.430, 1.382, 0.004


1, 4, 9, 2, 23, 25, 0.440, 1.375, 0.004


1, 4, 9, 3, 23, 25, 0.440, 1.386, 0.004


1, 4, 9, 4, 23, 25, 0.440, 1.375, 0.004


1, 4, 9, 0, 23, 25.25, 0.440, 1.369, 0.004


1, 4, 9, 1, 23, 25.25, 0.450, 1.375, 0.004


1, 4, 9, 2, 23, 25.25, 0.440, 1.362, 0.004


1, 4, 9, 3, 23, 25.25, 0.440, 1.381, 0.004


1, 4, 9, 4, 23, 25.25, 0.440, 1.378, 0.004


1, 4, 9, 0, 23, 25.5, 0.450, 1.377, 0.004


1, 4, 9, 1, 23, 25.5, 0.450, 1.369, 0.004


1, 4, 9, 2, 23, 25.5, 0.440, 1.373, 0.004


1, 4, 9, 3, 23, 25.5, 0.430, 1.369, 0.004


1, 4, 9, 4, 23, 25.5, 0.440, 1.366, 0.004


1, 4, 9, 0, 23, 25.75, 0.430, 1.379, 0.004


1, 4, 9, 1, 23, 25.75, 0.440, 1.383, 0.004


1, 4, 9, 2, 23, 25.75, 0.440, 1.372, 0.004


1, 4, 9, 3, 23, 25.75, 0.440, 1.383, 0.004


1, 4, 9, 4, 23, 25.75, 0.440, 1.380, 0.004


1, 4, 9, 0, 23, 26, 0.440, 1.361, 0.004


1, 4, 9, 1, 23, 26, 0.450, 1.371, 0.004


1, 4, 9, 2, 23, 26, 0.440, 1.377, 0.004


1, 4, 9, 3, 23, 26, 0.440, 1.358, 0.004


1, 4, 9, 4, 23, 26, 0.430, 1.381, 0.004


1, 4, 9, 0, 23, 26.25, 0.440, 1.373, 0.004


1, 4, 9, 1, 23, 26.25, 0.440, 1.377, 0.004


1, 4, 9, 2, 23, 26.25, 0.440, 1.367, 0.004


1, 4, 9, 3, 23, 26.25, 0.450, 1.387, 0.004


1, 4, 9, 4, 23, 26.25, 0.440, 1.377, 0.004


1, 4, 9, 0, 23, 26.5, 0.440, 1.368, 0.004


1, 4, 9, 1, 23, 26.5, 0.440, 1.380, 0.004


1, 4, 9, 2, 23, 26.5, 0.440, 1.375, 0.004


1, 4, 9, 3, 23, 26.5, 0.440, 1.374, 0.004


1, 4, 9, 4, 23, 26.5, 0.440, 1.380, 0.004


1, 4, 9, 0, 23, 26.75, 0.440, 1.376, 0.004


1, 4, 9, 1, 23, 26.75, 0.440, 1.363, 0.004


1, 4, 9, 2, 23, 26.75, 0.440, 1.386, 0.004


1, 4, 9, 3, 23, 26.75, 0.440, 1.380, 0.004


1, 4, 9, 4, 23, 26.75, 0.440, 1.372, 0.004


