Test Sector:
Device ID, Channel, Tile, Trial, rep, x, y, t, IMON, RMON, VCOMP
0, 0, 0, 0, 0, 0, 0, 1852, 0.400 
0, 1, 2, 0, 0, 0, 0, 1852, 0.450 
0, 2, 4, 0, 0, 0, 0, 1852, 0.410 
0, 3, 6, 0, 0, 0, 0, 1852, 0.490 
0, 4, 8, 0, 0, 0, 0, 1852, 0.420 
0, 5, 10, 0, 0, 0, 0, 1852, 0.490 
0, 6, 12, 0, 0, 0, 0, 1852, 0.420 
0, 7, 14, 0, 0, 0, 0, 1852, 0.460 
0, 8, 16, 0, 0, 0, 0, 1852, 0.440 
0, 9, 18, 0, 0, 0, 0, 1852, 0.420 
0, 10, 20, 0, 0, 0, 0, 1852, 0.450 
0, 11, 22, 0, 0, 0, 0, 1852, 0.360 
0, 12, 24, 0, 0, 0, 0, 1852, 0.400 
0, 13, 26, 0, 0, 0, 0, 1852, 0.380 
0, 14, 28, 0, 0, 0, 0, 1852, 0.310 
0, 15, 30, 0, 0, 0, 0, 1852, 0.420 
1, 0, 1, 0, 0, 0, 0, 1852, 0.480 
1, 1, 3, 0, 0, 0, 0, 1852, 0.470 
1, 2, 5, 0, 0, 0, 0, 1852, 0.490 
1, 3, 7, 0, 0, 0, 0, 1852, 0.390 
1, 4, 9, 0, 0, 0, 0, 1852, 0.500 
1, 5, 11, 0, 0, 0, 0, 1852, 0.520 
1, 6, 13, 0, 0, 0, 0, 1852, 0.480 
1, 7, 15, 0, 0, 0, 0, 1852, 0.450 
1, 8, 17, 0, 0, 0, 0, 1852, 0.510 
1, 9, 19, 0, 0, 0, 0, 1852, 0.500 
1, 10, 21, 0, 0, 0, 0, 1852, 0.300 
1, 11, 23, 0, 0, 0, 0, 1852, 0.290 
1, 12, 25, 0, 0, 0, 0, 1852, 0.440 
1, 13, 27, 0, 0, 0, 0, 1852, 0.310 
1, 14, 29, 0, 0, 0, 0, 1852, 0.330 
1, 15, 31, 0, 0, 0, 0, 1852, 0.340 
0, 0, 0, 0, 1, 0, 0, 1852, 0.410 
0, 1, 2, 0, 1, 0, 0, 1852, 0.450 
0, 2, 4, 0, 1, 0, 0, 1852, 0.410 
0, 3, 6, 0, 1, 0, 0, 1852, 0.490 
0, 4, 8, 0, 1, 0, 0, 1852, 0.410 
0, 5, 10, 0, 1, 0, 0, 1852, 0.490 
0, 6, 12, 0, 1, 0, 0, 1853, 0.420 
0, 7, 14, 0, 1, 0, 0, 1853, 0.460 
0, 8, 16, 0, 1, 0, 0, 1853, 0.450 
0, 9, 18, 0, 1, 0, 0, 1853, 0.420 
0, 10, 20, 0, 1, 0, 0, 1853, 0.440 
0, 11, 22, 0, 1, 0, 0, 1853, 0.360 
0, 12, 24, 0, 1, 0, 0, 1853, 0.410 
0, 13, 26, 0, 1, 0, 0, 1853, 0.390 
0, 14, 28, 0, 1, 0, 0, 1853, 0.310 
0, 15, 30, 0, 1, 0, 0, 1853, 0.420 
1, 0, 1, 0, 1, 0, 0, 1853, 0.490 
1, 1, 3, 0, 1, 0, 0, 1853, 0.470 
1, 2, 5, 0, 1, 0, 0, 1853, 0.490 
1, 3, 7, 0, 1, 0, 0, 1853, 0.380 
1, 4, 9, 0, 1, 0, 0, 1853, 0.510 
1, 5, 11, 0, 1, 0, 0, 1853, 0.530 
1, 6, 13, 0, 1, 0, 0, 1853, 0.480 
1, 7, 15, 0, 1, 0, 0, 1853, 0.460 
1, 8, 17, 0, 1, 0, 0, 1853, 0.510 
1, 9, 19, 0, 1, 0, 0, 1853, 0.500 
1, 10, 21, 0, 1, 0, 0, 1853, 0.320 
1, 11, 23, 0, 1, 0, 0, 1853, 0.290 
1, 12, 25, 0, 1, 0, 0, 1853, 0.440 
1, 13, 27, 0, 1, 0, 0, 1853, 0.310 
1, 14, 29, 0, 1, 0, 0, 1853, 0.330 
1, 15, 31, 0, 1, 0, 0, 1853, 0.340 
0, 0, 0, 0, 2, 0, 0, 1853, 0.410 
0, 1, 2, 0, 2, 0, 0, 1853, 0.460 
0, 2, 4, 0, 2, 0, 0, 1853, 0.420 
0, 3, 6, 0, 2, 0, 0, 1853, 0.500 
0, 4, 8, 0, 2, 0, 0, 1853, 0.420 
0, 5, 10, 0, 2, 0, 0, 1853, 0.490 
0, 6, 12, 0, 2, 0, 0, 1853, 0.410 
0, 7, 14, 0, 2, 0, 0, 1853, 0.460 
0, 8, 16, 0, 2, 0, 0, 1853, 0.450 
0, 9, 18, 0, 2, 0, 0, 1853, 0.410 
0, 10, 20, 0, 2, 0, 0, 1853, 0.440 
0, 11, 22, 0, 2, 0, 0, 1853, 0.370 
0, 12, 24, 0, 2, 0, 0, 1853, 0.410 
0, 13, 26, 0, 2, 0, 0, 1853, 0.380 
0, 14, 28, 0, 2, 0, 0, 1853, 0.320 
0, 15, 30, 0, 2, 0, 0, 1853, 0.410 
1, 0, 1, 0, 2, 0, 0, 1853, 0.480 
1, 1, 3, 0, 2, 0, 0, 1853, 0.470 
1, 2, 5, 0, 2, 0, 0, 1853, 0.500 
1, 3, 7, 0, 2, 0, 0, 1853, 0.370 
1, 4, 9, 0, 2, 0, 0, 1853, 0.490 
1, 5, 11, 0, 2, 0, 0, 1853, 0.520 
1, 6, 13, 0, 2, 0, 0, 1853, 0.480 
1, 7, 15, 0, 2, 0, 0, 1853, 0.460 
1, 8, 17, 0, 2, 0, 0, 1853, 0.510 
1, 9, 19, 0, 2, 0, 0, 1853, 0.490 
1, 10, 21, 0, 2, 0, 0, 1853, 0.310 
1, 11, 23, 0, 2, 0, 0, 1853, 0.290 
1, 12, 25, 0, 2, 0, 0, 1853, 0.450 
1, 13, 27, 0, 2, 0, 0, 1853, 0.300 
1, 14, 29, 0, 2, 0, 0, 1853, 0.330 
1, 15, 31, 0, 2, 0, 0, 1853, 0.340 
1, 0, 1, 0, 0, 5.78544, 24, 1853, 0.660 
1, 0, 1, 0, 1, 5.78544, 24, 1853, 0.640 
1, 0, 1, 0, 2, 5.78544, 24, 1853, 0.650 
0, 1, 2, 0, 0, 10.176, 24.7325, 1854, 0.590 
0, 1, 2, 0, 1, 10.176, 24.7325, 1854, 0.590 
0, 1, 2, 0, 2, 10.176, 24.7325, 1854, 0.570 
1, 1, 3, 0, 0, 10.176, 23.2675, 1854, 0.590 
1, 1, 3, 0, 1, 10.176, 23.2675, 1854, 0.610 
1, 1, 3, 0, 2, 10.176, 23.2675, 1854, 0.590 
1, 2, 5, 0, 0, 14.5666, 22.9797, 1854, 0.640 
1, 2, 5, 0, 1, 14.5666, 22.9797, 1854, 0.650 
1, 2, 5, 0, 2, 14.5666, 22.9797, 1854, 0.650 
0, 2, 4, 0, 0, 14.5666, 25.0203, 1854, 0.590 
0, 2, 4, 0, 1, 14.5666, 25.0203, 1854, 0.590 
0, 2, 4, 0, 2, 14.5666, 25.0203, 1854, 0.580 
0, 3, 6, 0, 0, 19.521, 25.345, 1854, 0.670 
0, 3, 6, 0, 1, 19.521, 25.345, 1854, 0.670 
0, 3, 6, 0, 2, 19.521, 25.345, 1854, 0.660 
1, 3, 7, 0, 0, 19.521, 22.655, 1854, 0.550 
1, 3, 7, 0, 1, 19.521, 22.655, 1854, 0.550 
1, 3, 7, 0, 2, 19.521, 22.655, 1854, 0.550 
1, 4, 9, 0, 0, 25.0391, 22.2933, 1854, 0.690 
1, 4, 9, 0, 1, 25.0391, 22.2933, 1854, 0.700 
1, 4, 9, 0, 2, 25.0391, 22.2933, 1854, 0.700 
0, 4, 8, 0, 0, 25.0391, 25.7067, 1854, 0.640 
0, 4, 8, 0, 1, 25.0391, 25.7067, 1854, 0.640 
0, 4, 8, 0, 2, 25.0391, 25.7067, 1854, 0.630 
0, 5, 10, 0, 0, 30.5573, 26.0684, 1854, 0.680 
0, 5, 10, 0, 1, 30.5573, 26.0684, 1854, 0.700 
0, 5, 10, 0, 2, 30.5573, 26.0684, 1854, 0.700 
1, 5, 11, 0, 0, 30.5573, 21.9316, 1854, 0.780 
1, 5, 11, 0, 1, 30.5573, 21.9316, 1854, 0.770 
1, 5, 11, 0, 2, 30.5573, 21.9316, 1854, 0.770 
1, 6, 13, 0, 0, 36.0754, 21.5699, 1854, 0.680 
1, 6, 13, 0, 1, 36.0754, 21.5699, 1854, 0.690 
1, 6, 13, 0, 2, 36.0754, 21.5699, 1854, 0.670 
0, 6, 12, 0, 0, 36.0754, 26.4301, 1855, 0.600 
0, 6, 12, 0, 1, 36.0754, 26.4301, 1855, 0.600 
0, 6, 12, 0, 2, 36.0754, 26.4301, 1855, 0.590 
0, 7, 14, 0, 0, 41.5936, 26.7917, 1855, 0.690 
0, 7, 14, 0, 1, 41.5936, 26.7917, 1855, 0.720 
0, 7, 14, 0, 2, 41.5936, 26.7917, 1855, 0.710 
1, 7, 15, 0, 0, 41.5936, 21.2083, 1855, 0.780 
1, 7, 15, 0, 1, 41.5936, 21.2083, 1855, 0.760 
1, 7, 15, 0, 2, 41.5936, 21.2083, 1855, 0.780 
1, 8, 17, 0, 0, 47.1118, 20.8466, 1855, 0.720 
1, 8, 17, 0, 1, 47.1118, 20.8466, 1855, 0.740 
1, 8, 17, 0, 2, 47.1118, 20.8466, 1855, 0.770 
0, 8, 16, 0, 0, 47.1118, 27.1534, 1855, 0.630 
0, 8, 16, 0, 1, 47.1118, 27.1534, 1855, 0.610 
0, 8, 16, 0, 2, 47.1118, 27.1534, 1855, 0.620 
0, 9, 18, 0, 0, 52.6299, 27.5151, 1855, 0.580 
0, 9, 18, 0, 1, 52.6299, 27.5151, 1855, 0.580 
0, 9, 18, 0, 2, 52.6299, 27.5151, 1855, 0.560 
1, 9, 19, 0, 0, 52.6299, 20.4849, 1855, 0.760 
1, 9, 19, 0, 1, 52.6299, 20.4849, 1855, 0.770 
1, 9, 19, 0, 2, 52.6299, 20.4849, 1855, 0.780 
1, 10, 21, 0, 0, 58.1531, 20.1229, 1855, 0.560 
