Test Run for Data taking:
Trial, Device, Channel, Tile, IMON, RMON, VCOMP
30, 0, 8, 18, 0.380, 1.400, 0.004

 
30, 0, 9, 20, 0.350, 1.393, 0.004

 
30, 0, 10, 22, 0.380, 1.385, 0.004

 
30, 0, 11, 24, 0.310, 1.392, 0.004

 
30, 0, 12, 26, 0.400, 1.376, 0.004

 
30, 0, 13, 28, 0.330, 1.382, 0.004

 
30, 0, 14, 30, 0.350, 1.384, 0.004

 
30, 0, 15, 32, 4.290, 1.318, 0.004

 
30, 1, 0, 1, 0.430, 1.363, 0.004

 
30, 1, 1, 3, 0.110, 1.379, 0.004

 
30, 1, 2, 5, 0.440, 1.361, 0.004

 
30, 1, 3, 7, 0.400, 1.365, 0.004

 
30, 1, 4, 9, 0.430, 1.384, 0.004

 
30, 1, 5, 11, 0.450, 1.377, 0.004

 
30, 1, 6, 13, 0.420, 1.372, 0.004

 
30, 1, 7, 15, 0.400, 1.367, 0.004

 
30, 1, 8, 17, 0.440, 1.378, 0.004

 
30, 1, 9, 19, 0.250, 1.368, 0.004

 
30, 1, 10, 21, 0.220, 1.371, 0.004

 
30, 1, 11, 23, 0.260, 1.367, 0.004

 
30, 1, 12, 25, 0.250, 1.379, 0.004

 
30, 1, 13, 27, 0.270, 1.373, 0.004

 
30, 1, 14, 29, 0.290, 1.379, 0.004

 
30, 1, 15, 31, 0.310, 1.371, 0.004

 
31, 0, 0, 2, 0.340, 1.384, 0.004

 
31, 0, 1, 4, 0.390, 1.389, 0.004

 
31, 0, 2, 6, 0.360, 1.391, 0.004

 
31, 0, 3, 8, 0.450, 1.380, 0.004

 
31, 0, 4, 10, 0.360, 1.386, 0.004

 
31, 0, 5, 12, 0.410, 1.381, 0.004

 
31, 0, 6, 14, 0.360, 1.389, 0.004

 
31, 0, 7, 16, 0.400, 1.380, 0.004

 
31, 0, 8, 18, 0.380, 1.401, 0.004

 
31, 0, 9, 20, 0.350, 1.390, 0.004

 
31, 0, 10, 22, 0.390, 1.374, 0.004

 
31, 0, 11, 24, 0.300, 1.394, 0.004

 
31, 0, 12, 26, 0.400, 1.373, 0.004

 
31, 0, 13, 28, 0.330, 1.389, 0.004

 
31, 0, 14, 30, 0.340, 1.388, 0.004

 
31, 0, 15, 32, 4.290, 1.347, 0.004

 
31, 1, 0, 1, 0.430, 1.359, 0.004

 
31, 1, 1, 3, 0.100, 1.383, 0.004

 
31, 1, 2, 5, 0.430, 1.365, 0.004

 
31, 1, 3, 7, 0.400, 1.361, 0.004

 
31, 1, 4, 9, 0.430, 1.369, 0.004

 
31, 1, 5, 11, 0.460, 1.371, 0.004

 
31, 1, 6, 13, 0.410, 1.377, 0.004

 
31, 1, 7, 15, 0.390, 1.384, 0.004

 
31, 1, 8, 17, 0.440, 1.375, 0.004

 
31, 1, 9, 19, 0.220, 1.360, 0.004

 
31, 1, 10, 21, 0.190, 1.370, 0.004

 
31, 1, 11, 23, 0.260, 1.377, 0.004

 
31, 1, 12, 25, 0.270, 1.373, 0.004

 
31, 1, 13, 27, 0.270, 1.368, 0.004

 
31, 1, 14, 29, 0.290, 1.378, 0.004

 
31, 1, 15, 31, 0.310, 1.369, 0.004

 
32, 0, 0, 2, 0.350, 1.384, 0.004

 
32, 0, 1, 4, 0.380, 1.383, 0.004

 
32, 0, 2, 6, 0.350, 1.383, 0.004

 
32, 0, 3, 8, 0.450, 1.383, 0.004

 
32, 0, 4, 10, 0.360, 1.376, 0.004

 
32, 0, 5, 12, 0.410, 1.389, 0.004

 
32, 0, 6, 14, 0.350, 1.390, 0.004

 
32, 0, 7, 16, 0.400, 1.381, 0.004

 
32, 0, 8, 18, 0.380, 1.398, 0.004

 
32, 0, 9, 20, 0.360, 1.394, 0.004

 
32, 0, 10, 22, 0.380, 1.384, 0.004

 
32, 0, 11, 24, 0.300, 1.395, 0.004

 
32, 0, 12, 26, 0.400, 1.379, 0.004

 
32, 0, 13, 28, 0.330, 1.396, 0.004

 
32, 0, 14, 30, 0.340, 1.398, 0.004

 
32, 0, 15, 32, 4.280, 1.333, 0.004

 
32, 1, 0, 1, 0.430, 1.385, 0.004

 
32, 1, 1, 3, 0.080, 1.376, 0.004

 
32, 1, 2, 5, 0.440, 1.378, 0.004

 
32, 1, 3, 7, 0.410, 1.359, 0.004

 
32, 1, 4, 9, 0.420, 1.371, 0.004

 
32, 1, 5, 11, 0.450, 1.373, 0.004

 
32, 1, 6, 13, 0.420, 1.377, 0.004

 
32, 1, 7, 15, 0.400, 1.385, 0.004

 
32, 1, 8, 17, 0.470, 1.372, 0.004

 
32, 1, 9, 19, 0.220, 1.369, 0.004

 
32, 1, 10, 21, 0.170, 1.365, 0.004

 
32, 1, 11, 23, 0.260, 1.375, 0.004

 
32, 1, 12, 25, 0.300, 1.377, 0.004

 
32, 1, 13, 27, 0.270, 1.378, 0.004

 
32, 1, 14, 29, 0.290, 1.375, 0.004

 
32, 1, 15, 31, 0.300, 1.368, 0.004

 
33, 0, 0, 2, 0.350, 1.395, 0.004

 
33, 0, 1, 4, 0.390, 1.387, 0.004

 
33, 0, 2, 6, 0.360, 1.386, 0.004

 
33, 0, 3, 8, 0.450, 1.392, 0.004

 
33, 0, 4, 10, 0.360, 1.379, 0.004

 
33, 0, 5, 12, 0.410, 1.380, 0.004

 
33, 0, 6, 14, 0.350, 1.387, 0.004

 
33, 0, 7, 16, 0.410, 1.384, 0.004

 
33, 0, 8, 18, 0.380, 1.387, 0.004

 
33, 0, 9, 20, 0.350, 1.389, 0.004

 
33, 0, 10, 22, 0.380, 1.382, 0.004

 
33, 0, 11, 24, 0.300, 1.397, 0.004

 
33, 0, 12, 26, 0.400, 1.373, 0.004

 
33, 0, 13, 28, 0.330, 1.382, 0.004

 
33, 0, 14, 30, 0.340, 1.381, 0.004

 
33, 0, 15, 32, 4.310, 1.339, 0.004

 
33, 1, 0, 1, 0.420, 1.372, 0.004

 
33, 1, 1, 3, 0.110, 1.378, 0.004

 
33, 1, 2, 5, 0.440, 1.373, 0.004

 
33, 1, 3, 7, 0.410, 1.357, 0.004

 
33, 1, 4, 9, 0.430, 1.375, 0.004

 
33, 1, 5, 11, 0.450, 1.382, 0.004

 
33, 1, 6, 13, 0.410, 1.374, 0.004

 
33, 1, 7, 15, 0.400, 1.377, 0.004

 
33, 1, 8, 17, 0.450, 1.373, 0.004

 
33, 1, 9, 19, 0.240, 1.368, 0.004

 
33, 1, 10, 21, 0.170, 1.365, 0.004

 
33, 1, 11, 23, 0.260, 1.369, 0.004

 
33, 1, 12, 25, 0.310, 1.373, 0.004

 
33, 1, 13, 27, 0.270, 1.346, 0.004

 
33, 1, 14, 29, 0.290, 1.379, 0.004

 
33, 1, 15, 31, 0.300, 1.365, 0.004

 
34, 0, 0, 2, 0.340, 1.391, 0.004

 
34, 0, 1, 4, 0.390, 1.388, 0.004

 
34, 0, 2, 6, 0.360, 1.390, 0.004

 
34, 0, 3, 8, 0.450, 1.377, 0.004

 
34, 0, 4, 10, 0.360, 1.377, 0.004

 
34, 0, 5, 12, 0.420, 1.389, 0.004

 
34, 0, 6, 14, 0.350, 1.377, 0.004

 
34, 0, 7, 16, 0.390, 1.372, 0.004

 
34, 0, 8, 18, 0.380, 1.389, 0.004

 
34, 0, 9, 20, 0.350, 1.390, 0.004

 
34, 0, 10, 22, 0.370, 1.377, 0.004

 
34, 0, 11, 24, 0.310, 1.391, 0.004

 
34, 0, 12, 26, 0.400, 1.371, 0.004

 
34, 0, 13, 28, 0.330, 1.387, 0.004

 
34, 0, 14, 30, 0.350, 1.390, 0.004

 
34, 0, 15, 32, 4.340, 1.318, 0.004

 
34, 1, 0, 1, 0.430, 1.371, 0.004

 
34, 1, 1, 3, 0.100, 1.378, 0.004

 
34, 1, 2, 5, 0.430, 1.377, 0.004

 
34, 1, 3, 7, 0.400, 1.363, 0.004

 
34, 1, 4, 9, 0.430, 1.385, 0.004

 
34, 1, 5, 11, 0.450, 1.371, 0.004

 
34, 1, 6, 13, 0.410, 1.373, 0.004

 
34, 1, 7, 15, 0.390, 1.392, 0.004

 
34, 1, 8, 17, 0.450, 1.370, 0.004

 
34, 1, 9, 19, 0.230, 1.361, 0.004

 
34, 1, 10, 21, 0.220, 1.369, 0.004

 
34, 1, 11, 23, 0.260, 1.369, 0.004

 
34, 1, 12, 25, 0.290, 1.379, 0.004

 
34, 1, 13, 27, 0.270, 1.369, 0.004

 
34, 1, 14, 29, 0.290, 1.385, 0.004

 
34, 1, 15, 31, 0.310, 1.369, 0.004

 
35, 0, 0, 2, 0.340, 1.391, 0.004

 
35, 0, 1, 4, 0.380, 1.387, 0.004

 
35, 0, 2, 6, 0.350, 1.388, 0.004

 
35, 0, 3, 8, 0.450, 1.391, 0.004

 
35, 0, 4, 10, 0.360, 1.385, 0.004

 
35, 0, 5, 12, 0.410, 1.376, 0.004

 
35, 0, 6, 14, 0.350, 1.394, 0.004

 
35, 0, 7, 16, 0.400, 1.385, 0.004

 
35, 0, 8, 18, 0.380, 1.400, 0.004

 
35, 0, 9, 20, 0.350, 1.390, 0.004

 
35, 0, 10, 22, 0.380, 1.381, 0.004

 
35, 0, 11, 24, 0.310, 1.394, 0.004

 
35, 0, 12, 26, 0.400, 1.379, 0.004

 
35, 0, 13, 28, 0.320, 1.391, 0.004

 
35, 0, 14, 30, 0.340, 1.395, 0.004

 
35, 0, 15, 32, 4.340, 1.349, 0.004

 
35, 1, 0, 1, 0.420, 1.366, 0.004

 
35, 1, 1, 3, 0.090, 1.384, 0.004

 
35, 1, 2, 5, 0.430, 1.370, 0.004

 
35, 1, 3, 7, 0.410, 1.353, 0.004

 
35, 1, 4, 9, 0.430, 1.375, 0.004

 
35, 1, 5, 11, 0.450, 1.381, 0.004

 
35, 1, 6, 13, 0.410, 1.374, 0.004

 
35, 1, 7, 15, 0.400, 1.382, 0.004

 
35, 1, 8, 17, 0.440, 1.373, 0.004

 
35, 1, 9, 19, 0.260, 1.363, 0.004

 
35, 1, 10, 21, 0.210, 1.368, 0.004

 
35, 1, 11, 23, 0.260, 1.366, 0.004

 
35, 1, 12, 25, 0.290, 1.377, 0.004

 
35, 1, 13, 27, 0.270, 1.371, 0.004

 
35, 1, 14, 29, 0.290, 1.368, 0.004

 
35, 1, 15, 31, 0.310, 1.368, 0.004

 
36, 0, 0, 2, 0.340, 1.390, 0.004

 
36, 0, 1, 4, 0.390, 1.381, 0.004

 
36, 0, 2, 6, 0.350, 1.390, 0.004

 
36, 0, 3, 8, 0.450, 1.386, 0.004

 
36, 0, 4, 10, 0.360, 1.373, 0.004

 
36, 0, 5, 12, 0.400, 1.378, 0.004

 
36, 0, 6, 14, 0.350, 1.386, 0.004

 
36, 0, 7, 16, 0.400, 1.375, 0.004

 
36, 0, 8, 18, 0.370, 1.391, 0.004

 
36, 0, 9, 20, 0.360, 1.388, 0.004

 
36, 0, 10, 22, 0.380, 1.376, 0.004

 
36, 0, 11, 24, 0.300, 1.395, 0.004

 
36, 0, 12, 26, 0.400, 1.386, 0.004

 
36, 0, 13, 28, 0.330, 1.390, 0.004

 
36, 0, 14, 30, 0.340, 1.396, 0.004

 
36, 0, 15, 32, 4.320, 1.299, 0.004

 
36, 1, 0, 1, 0.440, 1.374, 0.004

 
36, 1, 1, 3, 0.080, 1.377, 0.004

 
36, 1, 2, 5, 0.440, 1.363, 0.004

 
36, 1, 3, 7, 0.400, 1.361, 0.004

 
36, 1, 4, 9, 0.430, 1.370, 0.004

 
36, 1, 5, 11, 0.450, 1.370, 0.004

 
36, 1, 6, 13, 0.420, 1.378, 0.004

 
36, 1, 7, 15, 0.400, 1.383, 0.004

 
36, 1, 8, 17, 0.460, 1.369, 0.004

 
36, 1, 9, 19, 0.280, 1.361, 0.004

 
36, 1, 10, 21, 0.200, 1.365, 0.004

 
36, 1, 11, 23, 0.260, 1.369, 0.004

 
36, 1, 12, 25, 0.340, 1.374, 0.004

 
36, 1, 13, 27, 0.280, 1.368, 0.004

 
36, 1, 14, 29, 0.290, 1.381, 0.004

 
36, 1, 15, 31, 0.310, 1.361, 0.004

 
37, 0, 0, 2, 0.340, 1.393, 0.004

 
37, 0, 1, 4, 0.390, 1.387, 0.004

 
37, 0, 2, 6, 0.350, 1.383, 0.004

 
37, 0, 3, 8, 0.440, 1.375, 0.004

 
37, 0, 4, 10, 0.360, 1.373, 0.004

 
37, 0, 5, 12, 0.400, 1.376, 0.004

 
37, 0, 6, 14, 0.350, 1.380, 0.004

 
37, 0, 7, 16, 0.400, 1.375, 0.004

 
37, 0, 8, 18, 0.380, 1.386, 0.004

 
37, 0, 9, 20, 0.350, 1.388, 0.004

 
37, 0, 10, 22, 0.380, 1.388, 0.004

 
37, 0, 11, 24, 0.300, 1.392, 0.004

 
37, 0, 12, 26, 0.400, 1.382, 0.004

 
37, 0, 13, 28, 0.330, 1.392, 0.004

 
37, 0, 14, 30, 0.350, 1.393, 0.004

 
37, 0, 15, 32, 4.300, 1.338, 0.004

 
37, 1, 0, 1, 0.430, 1.366, 0.004

 
37, 1, 1, 3, 0.110, 1.366, 0.004

 
37, 1, 2, 5, 0.430, 1.373, 0.004

 
37, 1, 3, 7, 0.400, 1.356, 0.004

 
37, 1, 4, 9, 0.420, 1.363, 0.004

 
37, 1, 5, 11, 0.450, 1.372, 0.004

 
37, 1, 6, 13, 0.420, 1.376, 0.004

 
37, 1, 7, 15, 0.390, 1.388, 0.004

 
37, 1, 8, 17, 0.460, 1.369, 0.004

 
37, 1, 9, 19, 0.290, 1.363, 0.004

 
37, 1, 10, 21, 0.200, 1.368, 0.004

 
37, 1, 11, 23, 0.250, 1.378, 0.004

 
37, 1, 12, 25, 0.350, 1.377, 0.004

 
37, 1, 13, 27, 0.270, 1.373, 0.004

 
37, 1, 14, 29, 0.290, 1.375, 0.004

 
37, 1, 15, 31, 0.310, 1.366, 0.004

 
38, 0, 0, 2, 0.340, 1.379, 0.004

 
38, 0, 1, 4, 0.390, 1.382, 0.004

 
38, 0, 2, 6, 0.350, 1.386, 0.004

 
38, 0, 3, 8, 0.450, 1.386, 0.004

 
38, 0, 4, 10, 0.360, 1.379, 0.004

 
38, 0, 5, 12, 0.410, 1.388, 0.004

 
38, 0, 6, 14, 0.350, 1.387, 0.004

 
38, 0, 7, 16, 0.390, 1.385, 0.004

 
38, 0, 8, 18, 0.380, 1.390, 0.004

 
38, 0, 9, 20, 0.360, 1.394, 0.004

 
38, 0, 10, 22, 0.380, 1.383, 0.004

 
38, 0, 11, 24, 0.300, 1.388, 0.004

 
38, 0, 12, 26, 0.410, 1.371, 0.004

 
38, 0, 13, 28, 0.330, 1.385, 0.004

 
38, 0, 14, 30, 0.350, 1.394, 0.004

 
38, 0, 15, 32, 4.320, 1.323, 0.004

 
38, 1, 0, 1, 0.430, 1.365, 0.004

 
38, 1, 1, 3, 0.110, 1.373, 0.004

 
38, 1, 2, 5, 0.440, 1.364, 0.004

 
38, 1, 3, 7, 0.410, 1.360, 0.004

 
38, 1, 4, 9, 0.420, 1.383, 0.004

 
38, 1, 5, 11, 0.450, 1.372, 0.004

 
38, 1, 6, 13, 0.410, 1.383, 0.004

 
38, 1, 7, 15, 0.400, 1.380, 0.004

 
38, 1, 8, 17, 0.450, 1.385, 0.004

 
38, 1, 9, 19, 0.240, 1.364, 0.004

 
38, 1, 10, 21, 0.200, 1.361, 0.004

 
38, 1, 11, 23, 0.260, 1.374, 0.004

 
38, 1, 12, 25, 0.240, 1.377, 0.004

 
38, 1, 13, 27, 0.280, 1.371, 0.004

 
38, 1, 14, 29, 0.290, 1.384, 0.004

 
38, 1, 15, 31, 0.300, 1.359, 0.004

 
39, 0, 0, 2, 0.340, 1.391, 0.004

 
39, 0, 1, 4, 0.390, 1.379, 0.004

 
39, 0, 2, 6, 0.370, 1.382, 0.004

 
39, 0, 3, 8, 0.450, 1.369, 0.004

 
39, 0, 4, 10, 0.360, 1.365, 0.004

 
39, 0, 5, 12, 0.410, 1.387, 0.004

 
39, 0, 6, 14, 0.350, 1.388, 0.004

 
39, 0, 7, 16, 0.400, 1.369, 0.004

 
39, 0, 8, 18, 0.380, 1.390, 0.004

 
39, 0, 9, 20, 0.360, 1.370, 0.004

 
39, 0, 10, 22, 0.380, 1.385, 0.004

 
39, 0, 11, 24, 0.300, 1.389, 0.004

 
39, 0, 12, 26, 0.400, 1.386, 0.004

 
39, 0, 13, 28, 0.330, 1.392, 0.004

 
39, 0, 14, 30, 0.350, 1.387, 0.004

 
39, 0, 15, 32, 4.260, 1.322, 0.004

 
39, 1, 0, 1, 0.430, 1.381, 0.004

 
39, 1, 1, 3, 0.110, 1.375, 0.004

 
39, 1, 2, 5, 0.450, 1.370, 0.004

 
39, 1, 3, 7, 0.400, 1.349, 0.004

 
39, 1, 4, 9, 0.430, 1.377, 0.004

 
39, 1, 5, 11, 0.450, 1.377, 0.004

 
39, 1, 6, 13, 0.410, 1.361, 0.004

 
39, 1, 7, 15, 0.410, 1.380, 0.004

 
39, 1, 8, 17, 0.440, 1.361, 0.004

 
39, 1, 9, 19, 0.250, 1.359, 0.004

 
39, 1, 10, 21, 0.190, 1.364, 0.004

 
39, 1, 11, 23, 0.260, 1.367, 0.004

 
39, 1, 12, 25, 0.280, 1.382, 0.004

 
39, 1, 13, 27, 0.270, 1.374, 0.004

 
39, 1, 14, 29, 0.290, 1.378, 0.004

 
39, 1, 15, 31, 0.310, 1.365, 0.004

 
40, 0, 0, 2, 0.340, 1.385, 0.004

 
40, 0, 1, 4, 0.390, 1.386, 0.004

 
40, 0, 2, 6, 0.360, 1.385, 0.004

 
40, 0, 3, 8, 0.450, 1.387, 0.004

 
40, 0, 4, 10, 0.370, 1.377, 0.004

 
40, 0, 5, 12, 0.400, 1.386, 0.004

 
40, 0, 6, 14, 0.350, 1.389, 0.004

 
40, 0, 7, 16, 0.400, 1.392, 0.004

 
40, 0, 8, 18, 0.390, 1.389, 0.004

 
40, 0, 9, 20, 0.360, 1.400, 0.004

 
40, 0, 10, 22, 0.380, 1.383, 0.004

 
40, 0, 11, 24, 0.300, 1.388, 0.004

 
40, 0, 12, 26, 0.400, 1.382, 0.004

 
40, 0, 13, 28, 0.320, 1.388, 0.004

 
40, 0, 14, 30, 0.350, 1.394, 0.004

 
40, 0, 15, 32, 4.330, 1.352, 0.004

 
40, 1, 0, 1, 0.420, 1.366, 0.004

 
40, 1, 1, 3, 0.140, 1.370, 0.004

 
40, 1, 2, 5, 0.430, 1.371, 0.004

 
40, 1, 3, 7, 0.410, 1.353, 0.004

 
40, 1, 4, 9, 0.420, 1.381, 0.004

 
40, 1, 5, 11, 0.450, 1.370, 0.004

 
40, 1, 6, 13, 0.420, 1.380, 0.004

 
40, 1, 7, 15, 0.400, 1.381, 0.004

 
40, 1, 8, 17, 0.470, 1.379, 0.004

 
40, 1, 9, 19, 0.270, 1.364, 0.004

 
40, 1, 10, 21, 0.200, 1.368, 0.004

 
40, 1, 11, 23, 0.260, 1.355, 0.004

 
40, 1, 12, 25, 0.280, 1.373, 0.004

 
40, 1, 13, 27, 0.280, 1.366, 0.004

 
40, 1, 14, 29, 0.300, 1.369, 0.004

 
40, 1, 15, 31, 0.310, 1.371, 0.004

 
41, 0, 0, 2, 0.340, 1.393, 0.004

 
41, 0, 1, 4, 0.390, 1.386, 0.004

 
41, 0, 2, 6, 0.360, 1.381, 0.004

 
41, 0, 3, 8, 0.450, 1.385, 0.004

 
41, 0, 4, 10, 0.360, 1.389, 0.004

 
41, 0, 5, 12, 0.400, 1.374, 0.004

 
41, 0, 6, 14, 0.350, 1.385, 0.004

 
41, 0, 7, 16, 0.400, 1.387, 0.004

 
41, 0, 8, 18, 0.370, 1.391, 0.004

 
41, 0, 9, 20, 0.360, 1.394, 0.004

 
41, 0, 10, 22, 0.390, 1.386, 0.004

 
41, 0, 11, 24, 0.310, 1.398, 0.004

 
41, 0, 12, 26, 0.400, 1.376, 0.004

 
41, 0, 13, 28, 0.330, 1.401, 0.004

 
41, 0, 14, 30, 0.340, 1.388, 0.004

 
41, 0, 15, 32, 4.310, 1.323, 0.004

 
41, 1, 0, 1, 0.430, 1.375, 0.004

 
41, 1, 1, 3, 0.100, 1.376, 0.004

 
41, 1, 2, 5, 0.440, 1.372, 0.004

 
41, 1, 3, 7, 0.410, 1.362, 0.004

 
41, 1, 4, 9, 0.430, 1.367, 0.004

 
41, 1, 5, 11, 0.440, 1.375, 0.004

 
41, 1, 6, 13, 0.410, 1.377, 0.004

 
41, 1, 7, 15, 0.400, 1.392, 0.004

 
41, 1, 8, 17, 0.440, 1.367, 0.004

 
41, 1, 9, 19, 0.270, 1.360, 0.004

 
41, 1, 10, 21, 0.200, 1.370, 0.004

 
41, 1, 11, 23, 0.250, 1.379, 0.004

 
41, 1, 12, 25, 0.200, 1.378, 0.004

 
41, 1, 13, 27, 0.270, 1.366, 0.004

 
41, 1, 14, 29, 0.290, 1.378, 0.004

 
41, 1, 15, 31, 0.310, 1.373, 0.004

 
42, 0, 0, 2, 0.350, 1.392, 0.004

 
42, 0, 1, 4, 0.390, 1.381, 0.004

 
42, 0, 2, 6, 0.360, 1.403, 0.004

 
42, 0, 3, 8, 0.450, 1.387, 0.004

 
42, 0, 4, 10, 0.360, 1.382, 0.004

 
42, 0, 5, 12, 0.410, 1.377, 0.004

 
42, 0, 6, 14, 0.350, 1.382, 0.004

 
42, 0, 7, 16, 0.390, 1.388, 0.004

 
42, 0, 8, 18, 0.380, 1.392, 0.004

 
42, 0, 9, 20, 0.350, 1.391, 0.004

 
42, 0, 10, 22, 0.380, 1.376, 0.004

 
42, 0, 11, 24, 0.300, 1.394, 0.004

 
42, 0, 12, 26, 0.400, 1.367, 0.004

 
42, 0, 13, 28, 0.330, 1.392, 0.004

 
42, 0, 14, 30, 0.350, 1.392, 0.004

 
42, 0, 15, 32, 4.340, 1.331, 0.004

 
42, 1, 0, 1, 0.440, 1.365, 0.004

 
42, 1, 1, 3, 0.140, 1.377, 0.004

 
42, 1, 2, 5, 0.430, 1.366, 0.004

 
42, 1, 3, 7, 0.400, 1.350, 0.004

 
42, 1, 4, 9, 0.410, 1.365, 0.004

 
42, 1, 5, 11, 0.450, 1.377, 0.004

 
42, 1, 6, 13, 0.410, 1.376, 0.004

 
42, 1, 7, 15, 0.400, 1.381, 0.004

 
42, 1, 8, 17, 0.440, 1.373, 0.004

 
42, 1, 9, 19, 0.250, 1.357, 0.004

 
42, 1, 10, 21, 0.200, 1.366, 0.004

 
42, 1, 11, 23, 0.250, 1.377, 0.004

 
42, 1, 12, 25, 0.220, 1.380, 0.004

 
42, 1, 13, 27, 0.280, 1.377, 0.004

 
42, 1, 14, 29, 0.290, 1.374, 0.004

 
42, 1, 15, 31, 0.310, 1.366, 0.004

 
43, 0, 0, 2, 0.350, 1.395, 0.004

 
43, 0, 1, 4, 0.380, 1.386, 0.004

 
43, 0, 2, 6, 0.360, 1.385, 0.004

 
43, 0, 3, 8, 0.450, 1.370, 0.004

 
43, 0, 4, 10, 0.370, 1.379, 0.004

 
43, 0, 5, 12, 0.410, 1.386, 0.004

 
43, 0, 6, 14, 0.350, 1.391, 0.004

 
43, 0, 7, 16, 0.410, 1.379, 0.004

 
43, 0, 8, 18, 0.380, 1.393, 0.004

 
43, 0, 9, 20, 0.360, 1.385, 0.004

 
43, 0, 10, 22, 0.380, 1.375, 0.004

 
43, 0, 11, 24, 0.300, 1.398, 0.004

 
43, 0, 12, 26, 0.400, 1.377, 0.004

 
43, 0, 13, 28, 0.320, 1.385, 0.004

 
43, 0, 14, 30, 0.340, 1.396, 0.004

 
43, 0, 15, 32, 4.320, 1.386, 0.004

 
43, 1, 0, 1, 0.430, 1.374, 0.004

 
43, 1, 1, 3, 0.090, 1.376, 0.004

 
43, 1, 2, 5, 0.430, 1.363, 0.004

 
43, 1, 3, 7, 0.410, 1.358, 0.004

 
43, 1, 4, 9, 0.430, 1.372, 0.004

 
43, 1, 5, 11, 0.460, 1.374, 0.004

 
43, 1, 6, 13, 0.410, 1.373, 0.004

 
43, 1, 7, 15, 0.400, 1.392, 0.004

 
43, 1, 8, 17, 0.430, 1.374, 0.004

 
43, 1, 9, 19, 0.270, 1.365, 0.004

 
43, 1, 10, 21, 0.190, 1.364, 0.004

 
43, 1, 11, 23, 0.260, 1.365, 0.004

 
43, 1, 12, 25, 0.210, 1.379, 0.004

 
43, 1, 13, 27, 0.270, 1.365, 0.004

 
43, 1, 14, 29, 0.290, 1.375, 0.004

 
43, 1, 15, 31, 0.310, 1.363, 0.004

 
44, 0, 0, 2, 0.350, 1.387, 0.004

 
44, 0, 1, 4, 0.390, 1.376, 0.004

 
44, 0, 2, 6, 0.360, 1.387, 0.004

 
44, 0, 3, 8, 0.450, 1.394, 0.004

 
44, 0, 4, 10, 0.360, 1.380, 0.004

 
44, 0, 5, 12, 0.410, 1.378, 0.004

 
44, 0, 6, 14, 0.350, 1.385, 0.004

 
44, 0, 7, 16, 0.400, 1.352, 0.004

 
44, 0, 8, 18, 0.380, 1.384, 0.004

 
44, 0, 9, 20, 0.360, 1.391, 0.004

 
44, 0, 10, 22, 0.380, 1.382, 0.004

 
44, 0, 11, 24, 0.310, 1.398, 0.004

 
44, 0, 12, 26, 0.410, 1.367, 0.004

 
44, 0, 13, 28, 0.320, 1.389, 0.004

 
44, 0, 14, 30, 0.340, 1.399, 0.004

 
44, 0, 15, 32, 4.330, 1.311, 0.004

 
44, 1, 0, 1, 0.430, 1.361, 0.004

 
44, 1, 1, 3, 0.100, 1.375, 0.004

 
44, 1, 2, 5, 0.440, 1.370, 0.004

 
44, 1, 3, 7, 0.390, 1.358, 0.004

 
44, 1, 4, 9, 0.420, 1.385, 0.004

 
44, 1, 5, 11, 0.450, 1.370, 0.004

 
44, 1, 6, 13, 0.410, 1.374, 0.004

 
44, 1, 7, 15, 0.400, 1.383, 0.004

 
44, 1, 8, 17, 0.470, 1.379, 0.004

 
44, 1, 9, 19, 0.270, 1.364, 0.004

 
44, 1, 10, 21, 0.190, 1.376, 0.004

 
44, 1, 11, 23, 0.250, 1.373, 0.004

 
44, 1, 12, 25, 0.220, 1.379, 0.004

 
44, 1, 13, 27, 0.280, 1.362, 0.004

 
44, 1, 14, 29, 0.290, 1.373, 0.004

 
44, 1, 15, 31, 0.310, 1.366, 0.004

 
45, 0, 0, 2, 0.350, 1.391, 0.004

 
45, 0, 1, 4, 0.390, 1.386, 0.004

 
45, 0, 2, 6, 0.370, 1.397, 0.004

 
45, 0, 3, 8, 0.450, 1.381, 0.004

 
45, 0, 4, 10, 0.360, 1.387, 0.004

 
45, 0, 5, 12, 0.410, 1.390, 0.004

 
45, 0, 6, 14, 0.350, 1.391, 0.004

 
45, 0, 7, 16, 0.400, 1.383, 0.004

 
45, 0, 8, 18, 0.380, 1.392, 0.004

 
