Test Sector:
Device ID, Channel, Tile, Trial, rep, x, y, t, IMON, RMON, VCOMP
0, 0, 0, 0, 0, 0, 0, 1324, 0.270, 58.254 
0, 1, 2, 0, 0, 0, 0, 1324, 0.280, 58.338 
0, 2, 4, 0, 0, 0, 0, 1324, 0.260, 58.632 
0, 3, 6, 0, 0, 0, 0, 1324, 0.360, 58.086 
0, 4, 8, 0, 0, 0, 0, 1324, 0.270, 58.422 
0, 5, 10, 0, 0, 0, 0, 1324, 0.310, 57.96 
0, 6, 12, 0, 0, 0, 0, 1324, 0.290, 58.548 
0, 7, 14, 0, 0, 0, 0, 1324, 0.280, 58.548 
0, 8, 16, 0, 0, 0, 0, 1324, 0.310, 58.884 
0, 9, 18, 0, 0, 0, 0, 1324, 0.290, 58.506 
0, 10, 20, 0, 0, 0, 0, 1324, 0.310, 58.086 
0, 11, 22, 0, 0, 0, 0, 1324, 0.250, 58.842 
0, 12, 24, 0, 0, 0, 0, 1324, 0.280, 58.17 
0, 13, 26, 0, 0, 0, 0, 1324, 0.260, 58.506 
0, 14, 28, 0, 0, 0, 0, 1324, 0.220, 58.674 
0, 15, 30, 0, 0, 0, 0, 1324, 0.310, 58.8 
1, 0, 1, 0, 0, 0, 0, 1324, 0.310, 57.834 
1, 1, 3, 0, 0, 0, 0, 1324, 0.320, 57.624 
1, 2, 5, 0, 0, 0, 0, 1324, 0.330, 57.708 
1, 3, 7, 0, 0, 0, 0, 1324, 0.290, 57.582 
1, 4, 9, 0, 0, 0, 0, 1324, 0.320, 57.96 
1, 5, 11, 0, 0, 0, 0, 1324, 0.320, 57.54 
1, 6, 13, 0, 0, 0, 0, 1324, 0.300, 57.75 
1, 7, 15, 0, 0, 0, 0, 1324, 0.280, 58.17 
1, 8, 17, 0, 0, 0, 0, 1324, 0.350, 58.296 
1, 9, 19, 0, 0, 0, 0, 1324, 0.310, 57.666 
1, 10, 21, 0, 0, 0, 0, 1324, 0.200, 57.498 
1, 11, 23, 0, 0, 0, 0, 1324, 0.200, 57.792 
1, 12, 25, 0, 0, 0, 0, 1324, 0.280, 57.96 
1, 13, 27, 0, 0, 0, 0, 1324, 0.210, 57.708 
1, 14, 29, 0, 0, 0, 0, 1324, 0.220, 58.002 
1, 15, 31, 0, 0, 0, 0, 1324, 0.230, 57.498 
0, 0, 0, 0, 1, 0, 0, 1324, 0.270, 58.716 
0, 1, 2, 0, 1, 0, 0, 1324, 0.280, 58.212 
0, 2, 4, 0, 1, 0, 0, 1324, 0.270, 58.59 
0, 3, 6, 0, 1, 0, 0, 1325, 0.360, 58.128 
0, 4, 8, 0, 1, 0, 0, 1325, 0.260, 58.422 
0, 5, 10, 0, 1, 0, 0, 1325, 0.310, 58.464 
0, 6, 12, 0, 1, 0, 0, 1325, 0.300, 58.296 
0, 7, 14, 0, 1, 0, 0, 1325, 0.290, 58.17 
0, 8, 16, 0, 1, 0, 0, 1325, 0.310, 58.506 
0, 9, 18, 0, 1, 0, 0, 1325, 0.290, 58.296 
0, 10, 20, 0, 1, 0, 0, 1325, 0.310, 58.002 
0, 11, 22, 0, 1, 0, 0, 1325, 0.260, 58.8 
0, 12, 24, 0, 1, 0, 0, 1325, 0.290, 57.75 
0, 13, 26, 0, 1, 0, 0, 1325, 0.270, 58.422 
0, 14, 28, 0, 1, 0, 0, 1325, 0.210, 58.506 
0, 15, 30, 0, 1, 0, 0, 1325, 0.310, 58.8 
1, 0, 1, 0, 1, 0, 0, 1325, 0.300, 57.792 
1, 1, 3, 0, 1, 0, 0, 1325, 0.320, 58.17 
1, 2, 5, 0, 1, 0, 0, 1325, 0.330, 57.75 
1, 3, 7, 0, 1, 0, 0, 1325, 0.290, 57.414 
1, 4, 9, 0, 1, 0, 0, 1325, 0.320, 58.254 
1, 5, 11, 0, 1, 0, 0, 1325, 0.320, 57.876 
1, 6, 13, 0, 1, 0, 0, 1325, 0.310, 58.086 
1, 7, 15, 0, 1, 0, 0, 1325, 0.280, 58.086 
1, 8, 17, 0, 1, 0, 0, 1325, 0.340, 58.002 
1, 9, 19, 0, 1, 0, 0, 1325, 0.310, 57.414 
1, 10, 21, 0, 1, 0, 0, 1325, 0.200, 57.582 
1, 11, 23, 0, 1, 0, 0, 1325, 0.200, 57.372 
1, 12, 25, 0, 1, 0, 0, 1325, 0.270, 57.834 
1, 13, 27, 0, 1, 0, 0, 1325, 0.210, 57.876 
1, 14, 29, 0, 1, 0, 0, 1325, 0.220, 58.254 
1, 15, 31, 0, 1, 0, 0, 1325, 0.230, 57.33 
0, 0, 0, 0, 2, 0, 0, 1325, 0.270, 58.632 
0, 1, 2, 0, 2, 0, 0, 1325, 0.280, 58.59 
0, 2, 4, 0, 2, 0, 0, 1325, 0.270, 58.212 
0, 3, 6, 0, 2, 0, 0, 1325, 0.360, 58.254 
0, 4, 8, 0, 2, 0, 0, 1325, 0.260, 58.128 
0, 5, 10, 0, 2, 0, 0, 1325, 0.300, 58.086 
0, 6, 12, 0, 2, 0, 0, 1325, 0.290, 58.548 
0, 7, 14, 0, 2, 0, 0, 1325, 0.290, 57.876 
0, 8, 16, 0, 2, 0, 0, 1325, 0.310, 58.632 
0, 9, 18, 0, 2, 0, 0, 1325, 0.290, 58.296 
0, 10, 20, 0, 2, 0, 0, 1325, 0.310, 58.17 
0, 11, 22, 0, 2, 0, 0, 1325, 0.250, 58.548 
0, 12, 24, 0, 2, 0, 0, 1325, 0.280, 58.254 
0, 13, 26, 0, 2, 0, 0, 1325, 0.270, 58.422 
0, 14, 28, 0, 2, 0, 0, 1325, 0.220, 58.716 
0, 15, 30, 0, 2, 0, 0, 1325, 0.300, 58.548 
1, 0, 1, 0, 2, 0, 0, 1325, 0.310, 58.044 
1, 1, 3, 0, 2, 0, 0, 1325, 0.320, 58.086 
1, 2, 5, 0, 2, 0, 0, 1325, 0.320, 58.044 
1, 3, 7, 0, 2, 0, 0, 1325, 0.290, 57.162 
1, 4, 9, 0, 2, 0, 0, 1325, 0.320, 57.792 
1, 5, 11, 0, 2, 0, 0, 1325, 0.320, 58.296 
1, 6, 13, 0, 2, 0, 0, 1325, 0.310, 57.75 
1, 7, 15, 0, 2, 0, 0, 1325, 0.290, 58.212 
1, 8, 17, 0, 2, 0, 0, 1325, 0.350, 58.254 
1, 9, 19, 0, 2, 0, 0, 1325, 0.310, 57.498 
1, 10, 21, 0, 2, 0, 0, 1325, 0.200, 57.498 
1, 11, 23, 0, 2, 0, 0, 1325, 0.200, 57.792 
1, 12, 25, 0, 2, 0, 0, 1325, 0.280, 58.086 
1, 13, 27, 0, 2, 0, 0, 1325, 0.210, 57.708 
1, 14, 29, 0, 2, 0, 0, 1325, 0.220, 58.38 
1, 15, 31, 0, 2, 0, 0, 1325, 0.230, 57.624 
0, 0, 0, 0, 3, 0, 0, 1325, 0.270, 58.38 
0, 1, 2, 0, 3, 0, 0, 1325, 0.280, 58.422 
0, 2, 4, 0, 3, 0, 0, 1325, 0.270, 58.38 
0, 3, 6, 0, 3, 0, 0, 1325, 0.360, 58.59 
0, 4, 8, 0, 3, 0, 0, 1325, 0.260, 58.212 
0, 5, 10, 0, 3, 0, 0, 1325, 0.310, 57.918 
0, 6, 12, 0, 3, 0, 0, 1325, 0.290, 58.422 
0, 7, 14, 0, 3, 0, 0, 1325, 0.290, 58.296 
0, 8, 16, 0, 3, 0, 0, 1325, 0.310, 58.716 
0, 9, 18, 0, 3, 0, 0, 1325, 0.290, 58.716 
0, 10, 20, 0, 3, 0, 0, 1325, 0.310, 58.296 
0, 11, 22, 0, 3, 0, 0, 1325, 0.260, 58.968 
0, 12, 24, 0, 3, 0, 0, 1325, 0.290, 57.918 
0, 13, 26, 0, 3, 0, 0, 1325, 0.270, 58.548 
0, 14, 28, 0, 3, 0, 0, 1325, 0.210, 58.38 
0, 15, 30, 0, 3, 0, 0, 1325, 0.310, 58.338 
1, 0, 1, 0, 3, 0, 0, 1325, 0.310, 58.338 
