x, y
9.95990069235305, -0.000006870869476525099
10.24314679038708, -0.000006870869476525099
10.517634978330518, -0.000006870869476525099
10.759987539489257, -0.000006870869476525099
11.053484470418312, -0.000010519685254431285
11.357440416409965, -0.000010519685254431285
11.61318080202988, -0.00009149778979919139
11.909312805874501, -0.000039731549581645136
12.172386622232924, -0.000039731549581645136
12.484360433486605, 0.00004587692352338187
12.833066990074654, 0.0031994779846246163
13.146388281796522, 0.0003792847979665641
13.460903056218786, -0.005548077735566267
13.761130259962492, 0.00056821237046704
13.984007807116464, -0.0010087375268113279
14.35880130038757, -0.00223495300922745
14.669899605813246, 0.002267578970188962
14.972026115359728, 0.003374493113340327
15.264325285872616, 0.002331763986913768
15.589323315746851, 0.0038240442876615404
15.888458276063432, 0.0023577324594383983
16.184707204139155, 0.0037139823474133526
16.454300259334143, 0.003210680489205907
16.772351278794613, 0.005905512315073322
17.071571793426635, 0.0032063701922051056
17.352720384827112, 0.0053670452615326054
17.68997264448294, 0.02051946760577085
17.98738225943814, 0.05201012407680694
18.293421453010765, 0.07577907551384289
18.57805210504967, 0.09801884239932471
18.888728342519173, 0.09154107414308309
19.193176225824608, 0.10237537907141694
19.477247923002636, 0.10280171438862493
19.797814239337058, 0.09527234035470758
20.10388195101483, 0.11694401222929415
20.39939796378828, 0.09465178561521596
20.703914290546066, 0.10844431992475333
20.992400590400827, 0.10327544163473776
21.283179745909386, 0.09965486683742841
21.595010966637332, 0.08978727404014808
21.908861269209677, 0.10453578741444489
22.225058611835603, 0.09642970844468268
22.51341087659617, 0.10614439238895439
22.8079515701736, 0.09416002767125323
23.104477123869245, 0.07853171226334976
23.414794033213894, 0.029705905448300766
23.712272091621447, 0.005419771716428548
24.0223950778511, 0.003252801906431561
24.32427062807229, 0.008629214595604522
24.62026289320169, 0.0021906337672934666
24.946053726399008, 0.0018551347586617767
25.226058741783103, 0.0054153760670118895
25.521959748976034, 0.0043994049229566425
25.81669436566846, 0.0032963743147267914
26.121575724172125, 0.005416336281690286
26.429206228011946, -0.004436426533334813
26.733465891823414, -0.0011657859719890443
27.04307555216042, 0.00002074063705336148
27.319202105244546, 0.0016440795723502558
27.62118887607581, 0.00007579294528141973
27.93224155253325, -0.005394806134790243
28.246128928642282, 0.0037809413176535258
28.54372105947042, 0.0031904519666476902
28.871533826322647, 0.002252727649829765
29.162717938924295, 0.000394242808845583
29.44615938597858, 0.012930250859285447
29.766925329049027, 0.006535221101165659
30.033144692405145, 0.00002046324170182475
30.368072726491505, 0.0022828143764195177
30.674987425892137, 0.001269745214503424
30.949277413004808, 0.0071011289564045475
31.25908384826733, 0.0010965865008326129
31.572574822714824, -0.00008885186490761029
31.866394008232035, 0.004416112658360739
32.14808444363031, -0.00024159001308452538
32.480813731809846, 0.0005594210716337221
32.773974149098166, 0.0021938558209920857
33.08508100995539, 0.0021938558209920857
33.398523503624126, 0.0023697671500742994
33.680573267147246, -0.002125104450018906
33.98597935878561, 0.0010568976274588965
34.25069296618998, -0.00041690387525573723
34.58312851788651, 0.00018374241323713549
34.87837075685054, 0.00009350357157184156
35.18132714325681, 0.00018374241323713549
35.48564669508907, 0.00026632087557922285
35.80993747595567, 0.0004310937143920391
36.10750679229969, 0.0001843825563560664
36.3972849623176, 0.00010240156092498121
36.68029293417365, 0.00010240156092498121
36.994599526428345, 0.00010240156092498121
37.25996905025109, 0.00010240156092498121
37.53027505807474, 0.00010240156092498121
37.83574388954443, 0.00010737333914867795
38.14772625622966, 0.00010737333914867795
38.50282799789689, -0.000056076537218347705
38.794385697675956, 0.00003040679814921822
39.10001423053447, 0.00010831221572310995
39.402163554565064, 0.00010831221572310995
39.730954492423834, 0.00019855105738840386
39.9988934975203, 0.0002887898990536978
